tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,dt_year,dt_month,dt_day,dt_dayofweek,name,preciptype,sunrise,sunset,conditions,description,icon,stations
-0.4735714249951539,-0.5809427321684576,-0.6261639542425688,-0.7042583497559581,-0.5896285948601537,-0.7274173203975168,-0.58567231854108,-0.11174632109360512,-0.26039668252080933,0.6025738445163697,3.07448917706147,0.0,0.0,0.12898611045815886,0.4465414297984671,-0.005181645996090054,0.6661897221622165,0.0855442212082675,-0.3509486942278962,-0.9746577862967636,-0.957776001875694,-1.1166501734462184,0.0,-0.981856182350882,-1.5029888688616952,-1.5490053320580006,1.1716501474963588,-1.501229178652544,0.0,0.0,25.0,25.0,5.0,24.0,3.0,1.0
-0.5414087495999199,-0.5809427321684576,-0.6454359321364883,-0.7465866313565129,-0.5896285948601537,-0.7403703008116639,-0.46090911275301816,0.18148450694120533,0.1747222972745846,0.6025738445163697,3.07448917706147,0.0,0.0,0.7380376491665679,1.2508752104424767,-0.009497088813795832,0.45550815850757664,0.7171687329872114,-0.5231411705459363,-1.0029450971347396,-1.0023944595337801,-0.7168384891947256,0.0,-0.8086119201030475,-1.5029888688616952,-1.5490053320580006,1.285239655533755,-1.0011833867813693,0.0,0.0,26.0,26.0,5.0,24.0,3.0,1.0
-0.4735714249951539,-0.3964411571628039,-0.549076042666892,-0.7042583497559581,-0.44193928862775017,-0.6756053987409298,-0.37179253719011673,0.2004026248789339,-0.5988225556950046,0.6025738445163697,0.10046010846063083,0.0,0.0,1.757844876771346,1.8223755282684833,0.09263505787190847,0.31505378273781676,0.8461624713082628,-0.5231411705459363,-0.5824927951339117,-0.5710827021722805,-0.7168384891947256,0.0,-0.7393142152039137,-1.5029888688616952,-1.5490053320580006,1.3988291635711512,-0.5011375949101947,0.0,0.0,27.0,27.0,5.0,28.0,3.0,1.0
-0.4735714249951539,-0.23243975715777804,-0.49126010898513417,-0.7042583497559581,-0.3106599053100578,-0.6367464574984893,-0.31832259185237577,0.17202544797233968,-0.5504760023844053,0.6025738445163697,0.6415465489521448,0.0,0.0,1.4604011020532857,2.012875634210486,-0.003743165056854658,0.5959625342773366,1.148630547371419,-0.2935512021218832,-0.7650745287244852,-0.7644293520239873,-0.7168384891947256,0.0,-0.6353676578552131,-1.5029888688616952,-1.5490053320580006,1.5124186716085473,-0.0010918030390200068,0.0,0.0,28.0,28.0,5.0,28.0,3.0,1.0
-1.2367413267987746,-1.4009497321935862,-1.1657793352723076,-1.1804515177622015,-1.246025511448615,-1.0901007719936278,-0.7995520998920436,0.5125515708514743,-0.6481360400718159,0.6025738445163697,-0.4393287626292248,0.0,0.0,-0.026817771537015204,2.012875634210486,-0.5273502269384941,1.0875528494714963,1.2509359260398398,-0.4657436784399228,-1.505687757936953,-1.493197493772728,-1.5164618576977114,0.0,-0.49677224805694536,-1.5029888688616952,-1.5490053320580006,1.6260081796459436,0.4989539888321547,0.0,0.0,29.0,29.0,4.0,18.0,3.0,1.0
-2.169504540114311,-2.0159549822124325,-2.1486502078621887,-1.7624653897698321,-1.738323198889961,-1.750702773115115,-1.583777964845576,0.8719958116683374,-0.41075446331677323,0.6025738445163697,0.10046010846063083,0.0,0.0,-0.6783612780622901,1.6318754223264813,-1.08548083136178,1.6915066652814734,1.2509359260398398,-0.8101286310760025,-1.505687757936953,-1.4783246745533658,-1.5164618576977114,0.0,-0.3928256907082448,-1.5029888688616952,-1.5490053320580006,1.7395976876833397,0.9989997807033294,0.0,0.0,30.0,30.0,4.0,22.0,3.0,1.0
-2.5765284877429084,-2.036455157213061,-2.3028260310135424,-2.016435079373162,-1.7547331218046724,-1.8543266164282892,-1.8689510066468604,0.40850192219396037,-0.4581340855611606,0.6025738445163697,0.10046010846063083,0.0,0.0,-1.0466249991417933,-0.14612556646553926,-1.4163314473858928,1.9162336665130766,1.2331436862714187,-0.23615371001587013,-1.3012476477897614,-1.3147236631403831,-1.5164618576977114,0.0,-0.288879133359544,-1.5029888688616952,-1.2581500773606733,-1.6680875534385449,1.499045572574504,0.0,0.0,31.0,31.0,4.0,21.0,3.0,1.0
-2.084707884358353,-1.8109532322061506,-2.013746362604754,-1.7095550377691384,-1.5742239697428455,-1.6600319102160872,-1.583777964845576,0.49363345291374433,-0.6471691090056039,0.6025738445163697,-0.4393287626292248,0.0,0.0,-1.4998726558550277,-1.479626308059555,1.7862665537040379,1.8460064786281967,1.2286956263293136,-0.8675261231820156,-1.258816681532797,-1.240359567043573,-1.5164618576977114,0.0,-0.1502837235612765,-1.5029888688616952,-1.2581500773606733,-1.5544980454011488,-1.501229178652544,0.0,0.0,32.0,32.0,4.0,17.0,3.0,1.0
-1.6268059432761808,-1.4009497321935862,-1.5897628489385307,-1.4238391369653927,-1.246025511448615,-1.3750663411048574,-1.1025484568059085,0.7584871040419593,-0.6471691090056039,0.6025738445163697,-0.4393287626292248,0.0,0.0,-2.0097762696574164,-1.627793057125557,-1.3659846145126584,1.6915066652814734,1.2509359260398398,-2.130270949514307,-1.168811601593782,-1.1808682901661247,-1.1166501734462184,0.0,-0.0463371662125759,-1.5029888688616952,-1.2581500773606733,-1.4409085373637527,-1.0011833867813693,0.0,0.0,33.0,33.0,4.0,16.0,3.0,1.0
-1.8642365793928624,-1.8109532322061506,-1.8981144952412385,-1.5719881225673347,-1.5742239697428455,-1.5823140277312062,-1.2273116625939704,1.2408991114540648,1.4979674613856881,0.6025738445163697,1.182632989443659,0.0,0.0,-0.22511362134905563,1.6318754223264813,-1.0912347551187211,1.6353249149735567,1.2687281658082605,-1.671091012666201,-1.668982688683452,-1.6419256859663485,-1.9162735419492043,0.0,0.057609391136124885,-1.5029888688616952,-1.2581500773606733,-1.3273190293263566,-0.5011375949101947,0.0,0.0,34.0,34.0,4.0,15.0,3.0,1.0
-2.3051791893238436,-2.2209567322187147,-2.322098008907462,-1.8471219529709422,-1.9024224280370763,-1.8672795968424363,-2.1006541031104042,-0.1779597338756592,-0.39625049732359346,0.6025738445163697,0.10046010846063083,0.0,0.0,-0.06930973935388104,1.0603751045004748,-1.6105263741826548,2.014551729551915,0.7394090326977375,0.3952187031502753,-1.613693853863771,-1.6121800475276242,-1.9162735419492043,0.0,0.1962048009343926,-1.5029888688616952,-1.2581500773606733,-1.2137295212889603,-0.0010918030390200068,0.0,0.0,35.0,35.0,5.0,31.0,3.0,1.0
-2.084707884358353,-2.0159549822124325,-2.1293782299682698,-1.7095550377691384,-1.738323198889961,-1.7377497927009682,-2.599706926262652,-1.785999758582679,-0.6955156623162032,-1.659547637356559,-0.9804152031207387,0.0,0.0,-1.3015768060429873,-0.5271257783495439,-1.5314099225247146,1.8179156034742383,-1.5424457176022495,-0.752731138969989,-0.7265009230363358,-0.7346837135852631,-0.7168384891947256,0.0,0.300151358283093,-1.5029888688616952,-1.2581500773606733,-1.1001400132515642,0.4989539888321547,0.0,0.0,36.0,36.0,2.0,32.0,2.0,1.0
-2.254301195870269,-1.8109532322061506,-2.090834274180431,-1.8153757417705259,-1.5742239697428455,-1.7118438318726743,-1.8333043764217,-0.02661479037382114,-0.5504760023844053,0.6025738445163697,0.10046010846063083,0.0,0.0,-1.4998726558550277,-1.2891262021175531,-1.6148418170003604,1.4386887888958961,0.38356423732931855,-1.9580784731962673,-0.7856471184248317,-0.7793021712433493,-0.7168384891947256,0.0,0.4387467680813607,-1.5029888688616952,-1.2581500773606733,-0.9865505052141681,0.9989997807033294,0.0,0.0,37.0,37.0,5.0,27.0,3.0,1.0
-1.575927949822606,-1.8109532322061506,-1.763210649983804,-1.3920929257649763,-1.5742239697428455,-1.4916431648321786,-2.0828307879978243,-1.1144065717932763,-0.2197855777399059,0.6025738445163697,-0.4393287626292248,0.0,0.0,-0.6358693102454243,-0.14612556646553926,1.7862665537040379,1.7617338531663536,-1.569134077254881,-1.3267060600301215,-0.8537938218072288,-0.8387934481207976,-0.7168384891947256,0.0,0.5426933254300614,-1.5029888688616952,-1.2581500773606733,-0.8729609971767719,1.499045572574504,0.0,0.0,38.0,38.0,5.0,26.0,3.0,1.0
-1.8303179170904795,-1.6059514821998684,-1.763210649983804,-1.5508239817670573,-1.4101247405957302,-1.4916431648321786,-1.7976577461965393,-0.688748918194359,-0.6955156623162032,-1.659547637356559,-0.9804152031207387,0.0,0.0,-1.2449208489538333,-1.8606265199435597,-1.548671693795538,1.663415790127515,-0.5727686502233078,-2.35986091793836,-0.9900872285720231,-0.9875216403144181,-0.7168384891947256,0.0,0.6466398827787623,-1.5029888688616952,-1.2581500773606733,-0.7593714891393758,-1.501229178652544,0.0,0.0,39.0,39.0,2.0,32.0,2.0,1.0
-1.6946432678809469,-1.4009497321935862,-1.686122738408127,-1.4661674185659475,-1.246025511448615,-1.4398312431755915,-1.334251553269452,0.3139113325053121,-0.6955156623162032,-1.659547637356559,-0.9804152031207387,0.0,0.0,-1.556528612944182,-0.33662567240754193,-0.9862256465545464,1.1296891622024339,-0.652833729181202,-2.4531318426106328,-0.9193689514770826,-0.9280303634369699,-0.7168384891947256,0.0,0.7852352925770296,-1.5029888688616952,-1.2581500773606733,-0.6457819811019796,-1.0011833867813693,0.0,0.0,40.0,40.0,2.0,32.0,2.0,1.0
-1.9151145728464374,-1.6059514821998684,-1.763210649983804,-1.603734333767751,-1.4101247405957302,-1.4916431648321786,-1.262958292819131,0.8057823988862833,0.6838115036351956,0.6025738445163697,0.10046010846063083,0.0,0.0,-0.3809175033442297,0.06554121791446323,-1.485378532469186,1.0173256615866164,1.2509359260398398,-1.441501044242148,-1.5622623796129054,-1.5675615898695383,-1.9162735419492043,0.0,0.8891818499257303,-1.5029888688616952,-1.2581500773606733,-0.5321924730645834,-0.5011375949101947,0.0,0.0,41.0,41.0,4.0,21.0,3.0,1.0
-1.0671480152868589,-1.4009497321935862,-1.300683180529742,-1.074630813760814,-1.246025511448615,-1.1807716348926551,-1.512484704395255,-0.8590119796339256,-0.6955156623162032,-1.659547637356559,-0.9804152031207387,0.0,0.0,-1.1457729240478134,-0.9081259902335486,-0.6596904733481394,0.9470984737017364,-0.9286134455917269,-0.4657436784399228,-0.11446637945103282,-0.13977094481078092,-0.31702680494323265,0.0,0.9238307023752973,-1.5029888688616952,-1.2581500773606733,-0.4186029650271873,-0.0010918030390200068,0.0,0.0,42.0,42.0,2.0,32.0,2.0,1.0
-1.5080906252178399,-1.0114464071816505,-1.3584991142115,-1.3497646441644215,-0.9342369760690962,-1.2196305761350958,-1.0847251416933281,0.21932074281666383,-0.5021294490738059,0.6025738445163697,0.6415465489521448,0.0,0.0,-1.0466249991417933,-0.7176258842915462,-0.6697598399227862,0.5819170967003574,-0.32367729346541446,-2.130270949514307,-1.2652456158141554,-1.2849780247016591,-1.5164618576977114,0.0,1.1317238170726989,-1.5029888688616952,-1.2581500773606733,-0.30501345698979115,0.4989539888321547,0.0,0.0,43.0,43.0,5.0,27.0,3.0,1.0
-1.7285619301833297,-1.195947982187304,-1.474130981575015,-1.4873315593662249,-1.0819262823014997,-1.2973484586199764,-0.7104355243291425,1.6760158240218477,1.9544797910210219,0.6025738445163697,0.6415465489521448,0.0,0.0,-0.8908211171466187,-1.6701264140015575,1.7862665537040379,0.27291747000689515,1.2954165254608923,-2.4531318426106328,-1.617551214432586,-1.6270528667469863,-1.9162735419492043,0.0,1.2356703744213993,-1.5029888688616952,-1.2581500773606733,-0.19142394895239498,0.9989997807033294,0.0,0.0,44.0,44.0,4.0,15.0,3.0,1.0
-0.8975547037749432,-0.9704460571803935,-0.9152436226513574,-0.9688101097594267,-0.9014171302396726,-0.9217120266097191,-0.44308579764043826,0.9192911065126615,-0.17240595549551854,0.6025738445163697,0.10046010846063083,0.0,0.0,-0.48006542825025017,-0.9081259902335486,0.3414922603596109,0.48359903366153506,1.2865204055766817,-2.4531318426106328,-0.49763086261998307,-0.5115914252948323,-0.31702680494323265,0.0,1.3396169317701,-1.5029888688616952,-1.2581500773606733,-0.07783444091499883,1.499045572574504,0.0,0.0,45.0,45.0,4.0,22.0,3.0,1.0
-0.5583680807511118,-0.4784418571653165,-0.6261639542425688,-0.7571687017566519,-0.5075789802865961,-0.7274173203975168,-0.35396922207753684,0.38958380425623046,-0.6471691090056039,0.6025738445163697,-0.4393287626292248,0.0,0.0,0.12898611045815886,0.04437453947646268,0.03797278218096814,0.6521442845852373,0.1166806408030043,-1.5562960284541745,-0.5002024363325264,-0.5115914252948323,-0.31702680494323265,0.0,1.4782123415683677,-1.5029888688616952,-1.2581500773606733,0.03575506712239732,-1.501229178652544,0.0,0.0,46.0,46.0,5.0,28.0,3.0,1.0
-0.8975547037749432,-0.826944832175996,-0.7996117552878417,-0.9688101097594267,-0.786547669836692,-0.843994144124838,-0.4252624825278577,0.663896514353311,-0.6471691090056039,0.6025738445163697,-0.4393287626292248,0.0,0.0,-0.3809175033442297,-0.33662567240754193,-0.2022535346713225,0.5116899088154775,-1.3022504807285666,-2.35986091793836,-0.7136430544736194,-0.7049380751465391,-0.7168384891947256,0.0,1.582158898917068,-1.5029888688616952,-1.2581500773606733,0.1493445751597935,-1.0011833867813693,0.0,0.0,47.0,47.0,5.0,25.0,3.0,2.0
