,correlation,mutual_info,lasso_coef,rf_importance,mean_rank
dew,0.7158769684634482,0.4478476334718735,0.0,0.001651049097734744,43.75
precip_roll_std_84,0.4236982975403045,0.34007051558395407,0.0,0.002990006874455173,44.0
precip_roll_mean_21,0.49821583830694316,0.3398663897158878,0.0,0.0023973044262790995,44.75
dew_lag3,0.6997303732045624,0.4490342276984842,0.0,0.0015121279378813434,45.5
week_sin,0.20634468121166777,0.27639992652179446,0.0,0.008767579609629105,46.5
humidity_roll_std_84,0.4946775181337726,0.250780506240055,0.0,0.0025807181144488667,46.75
windspeed_roll_mean_28,0.40462020207444405,0.1604427424605639,0.0,0.004625708211269009,47.25
cloudcover_roll_std_28,0.367586198313113,0.19389760881367035,0.0,0.004427724221648839,47.25
cloudcover_roll_mean_21,0.13578017746484747,0.12347630959910472,0.004370367763960566,0.004581023537563066,47.5
precip_roll_std_14,0.4110601716993331,0.3166646521856471,0.0,0.0025142178873714355,47.75
dew_lag7,0.6959680053218926,0.42590828370957245,0.0,0.0014471891307992727,48.0
precip_roll_mean_28,0.5184010700781811,0.3696869746348721,0.0,0.0019138451759065198,48.0
dew_lag1,0.7057082663722102,0.4265793848862294,0.0,0.001279313150713475,48.25
day_sin,0.16145382067668318,0.27822615396212225,0.0,0.033389951898052266,48.25
humidity_roll_std_21,0.4084376381100409,0.15709307645408366,0.0,0.0034451494908854553,49.75
solarradiation,0.49632274556026534,0.17549328870725756,0.012436377027791287,0.0006791547050062054,50.25
sealevelpressure_roll_std_14,0.42653671548345273,0.15499570352663294,0.0,0.0033753179168807177,50.5
precip_roll_std_28,0.4738470859553303,0.36589178662073074,0.0,0.0018245087104961785,51.75
month_cos,0.7588431215289194,0.4622101322077703,0.0,8.404481054375054e-05,51.75
sealevelpressure_roll_std_56,0.293061754630471,0.18338450000430306,0.0,0.0031672355186572456,53.5
humidity_roll_mean_56,0.32425626915457767,0.17925325630339728,0.0,0.003014620056338938,53.75
precip_roll_mean_84,0.39721104009457786,0.3027918482605978,0.0,0.002064006216302593,53.75
windspeed_roll_mean_21,0.35146892297514265,0.15151368467490833,0.0,0.0033567203014895934,54.25
sealevelpressure_roll_std_84,0.1614992376921389,0.2104863804024184,0.0,0.0034203859838519276,54.75
cloudcover_roll_std_21,0.3400556741193767,0.17104616113972604,0.0,0.002721870276990861,56.25
humidity_roll_mean_84,0.39280285842309703,0.20736917687971523,0.0,0.00196279167461249,59.0
humidity_roll_std_28,0.4292946987590263,0.19631583583009604,0.0,0.0018296776391708465,59.25
precip_roll_mean_7,0.3592505336222362,0.20400737916120226,0.0,0.0018968402224224443,60.75
cloudcover_roll_mean_28,0.11496473008440557,0.15457695517733772,0.0,0.004108754318146532,61.5
windspeed_roll_std_21,0.16494398851100836,0.15650125834288975,0.0,0.0027842897782028443,62.0
humidity_roll_std_14,0.3462039265170582,0.13552329767387405,0.0,0.002212524738287035,62.5
humidity_roll_mean_21,0.1904373148523583,0.11426233090046622,0.0,0.002658041233635533,64.75
is_spring,0.5576614034095816,0.19623348430421061,0.0,5.814990314176329e-05,65.25
visibility,0.4070513762815739,0.15560683136022746,0.0,0.0015944005624217482,65.25
humidity_roll_std_7,0.2311831412195414,0.051896171975186256,0.0,0.002910511716287719,66.0
cloudcover_roll_std_14,0.2730444125597927,0.11085377904045313,0.0,0.002116015605390288,67.0
sealevelpressure_roll_std_7,0.32648513793385175,0.10513389239864157,0.0,0.0020728123369297986,67.0
humidity_roll_mean_14,0.1473928992350541,0.09312215369703214,0.0,0.003041537227575521,67.25
windspeed_roll_mean_14,0.30909939736633013,0.0867185002452473,0.0,0.002136501230176456,68.25
windspeed_roll_std_14,0.14774833408296953,0.0973818659607506,0.0,0.0028229245007594817,68.25
is_autumn,0.46023003730765427,0.2020387301502813,0.0,5.4769757715047976e-05,68.5
month_sin,0.3704946838559075,0.26341940623394766,0.0,0.00022299826740738245,68.75
solarenergy,0.4959175376631395,0.1498508221393502,0.0,0.0006470850199891359,69.5
uvindex,0.4656526471011201,0.15608462470240392,0.0,0.00025090136853456716,70.25
windspeed_roll_std_28,0.15587266490225302,0.16087778495716698,0.0,0.001965684506097501,70.25
windspeed_roll_std_56,0.1057660001160737,0.13538345763246262,0.0,0.0024970978705239092,70.75
humidity_roll_mean_28,0.20758447148227802,0.11485226109093283,0.0,0.0018658781452651492,71.5
precip,0.1632499032953181,0.051854470570729116,0.005141032314499538,0.0011201718628411955,71.75
cloudcover_roll_mean_14,0.1449198269753097,0.0983697876704106,0.0,0.002296380035355331,72.75
windspeed_roll_std_84,0.009040689875655882,0.17826065690193893,0.0,0.0023341054497145394,73.5
humidity_roll_mean_7,0.10124984669986903,0.047592377097297245,0.0,0.00325949930068294,73.75
cloudcover,0.148590491234696,0.05681533423182206,0.0,0.0021148773257643754,76.0
windspeed_roll_mean_7,0.22403639502405026,0.0440586741449982,0.0,0.001989382374352247,76.25
cloudcover_roll_mean_7,0.1408886640367393,0.09601257875243885,0.0,0.0019744909100412357,77.25
windspeed_roll_std_7,0.0808726799439086,0.06766492257197498,0.0,0.0024068977473290466,77.5
cloudcover_roll_std_7,0.17222883771344855,0.05281411008509718,0.0,0.0018322588478049255,78.0
is_summer,0.40155898631353737,0.11494655477808013,0.0,5.4801105566654045e-06,78.0
cloudcover_roll_mean_56,0.051033824065962456,0.14323084285698595,0.0,0.0020621048669427658,78.25
precipprob,0.1602751480254063,0.04386318548711032,0.005550744413249003,4.915907642964914e-05,79.0
pressure_humidity,0.039773449811275625,0.05229188064095691,4.089700728801333e-05,0.0011299844311421752,79.5
winddir,0.1456559722344005,0.04123512860477252,0.00180371187559439,0.0009398992101844959,79.75
winddir_cos_lag7,0.2229369828121118,0.07305970546475304,0.0,0.0010235596833984952,81.5
is_winter,0.32350765507921947,0.10568653622168722,0.0,2.6176894023411378e-05,81.75
cloudcover_lag3,0.10446751942390434,0.08768573351499409,0.0,0.0016764602650916056,81.75
winddir_cos_lag3,0.18713559212338776,0.04761920257110219,0.0,0.001370472765358079,82.25
precip_lag7,0.16921299030578002,0.0788105622251698,0.0,0.001077289943342248,83.25
cloudcover_lag7,0.07732663799371547,0.051627180437081144,0.0,0.0021032667085077073,83.5
precip_lag3,0.17522038486179578,0.06733478545514515,0.0,0.0009823422145716955,84.25
winddir_cos_lag1,0.2014170562040069,0.045167871004212046,0.0,0.0011696699365596694,84.25
precip_lag1,0.1685178969664456,0.05437428154959534,0.0,0.0011140466219862625,84.75
year,0.09060812974600477,0.04298304092914362,0.0,0.0020295660379949687,85.75
windspeed_sq,0.08615289071391218,0.015316894712276596,8.507387470090652e-06,0.0004871245016274166,86.25
moonphase,0.025778567680415386,0.0,0.0,0.002573259836623133,86.875
winddir_cos,0.21010135476802802,0.014777034014252344,0.0,0.0011293154136208963,87.0
cloudcover_lag1,0.12983606183875418,0.05361604323626068,0.0,0.0011235425307937624,87.75
windgust,0.09710162908534399,0.03308532905742112,0.0,0.0016098122994331464,89.75
winddir_sin_lag7,0.02794423693696789,0.05627599392769422,0.0,0.0011865829001513211,91.25
windspeed_lag7,0.15047515941835565,0.041789431307242886,0.0,0.0009435268840511601,91.75
humidity_lag7,0.08312816549625934,0.008324778461184401,0.0,0.0014590665808305074,93.5
humidity_lag1,0.06908520716814834,0.043182067626593934,0.0,0.0012357336050268911,94.0
humidity_lag3,0.07289882684020446,0.040414567981467364,0.0,0.001280912833458991,94.25
windspeed_lag3,0.1151511973301742,0.012271909735704245,0.0,0.0011223515970048485,94.75
windspeed_lag1,0.10813017708808342,0.012558379070442882,0.0,0.0011231710113961176,94.75
humidity,0.07313191893873677,0.046905173517193255,0.0,0.0010654106155890426,95.25
precipcover,0.08158979027789111,0.05120798149727479,0.0,0.0004316933477297739,96.0
winddir_sin_lag1,0.00907137776595621,0.015803826429140244,0.0,0.0013460152703268775,96.25
winddir_sin,0.00894018162650406,0.018933189195053934,0.0,0.0012860461648025432,96.75
winddir_sin_lag3,0.021063327098470485,0.005995746804035029,0.0,0.0014236914739307043,97.0
windspeed,0.10121409289774749,0.013943027156368082,0.0,0.0005067862292945717,98.5
is_weekend,0.003376351230604443,0.0,0.0,0.00020914280279302406,105.875
