,correlation,mutual_info,lasso_coef,rf_importance,mean_rank
windspeed_sq,0.038478174796755235,0.023680688708697772,0.0012979650804360648,0.002222235297712528,64.75
precip_roll_std_7,0.3160627539903306,0.21795621690599365,0.0,0.0006586603593457733,66.0
cloudcover_roll_mean_28,0.1673501545237594,0.13439813714473736,0.0,0.0009804240519478429,66.0
humidity_roll_std_14,0.36682394458617934,0.1149190524217154,0.0,0.0007269769334528165,67.0
precip_roll_mean_7,0.3321419775565118,0.19597776559358637,0.0,0.0006450405877968095,67.5
month_sin,0.4230008308379006,0.28394020419872046,0.0,5.2907378506201134e-05,67.75
cloudcover_roll_std_28,0.3547887401837998,0.15771821551491172,0.0,0.0006654793120782571,68.5
sealevelpressure_roll_std_14,0.46844696458899415,0.17697882798606024,0.0,0.0005808956860046883,68.5
windspeed_roll_std_14,0.18513730265114403,0.10554306013796388,0.0,0.0008571341625914644,69.0
is_autumn,0.4786359946843824,0.19604841054268052,0.0,7.174219062379821e-06,70.0
humidity_roll_mean_56,0.3059189678771685,0.1908696482887402,0.0,0.0006389764576803777,70.0
windspeed_roll_mean_14,0.2580053822995555,0.06885452382349833,0.0,0.0008250900179806832,70.5
week_sin,0.26235231683776894,0.289374994775653,0.0,0.0001728280992833299,70.75
precip,0.09422779858303434,0.07023563585397685,0.0,0.0022138218245046333,71.25
windspeed_roll_mean_28,0.3599111294689498,0.15145121057238686,0.0,0.000602438386810099,71.25
sealevelpressure_roll_std_56,0.330977539042229,0.19768714239185492,0.0,0.0005469971564389404,71.25
windgust,0.05950512026812909,0.054237911162650754,0.0,0.005903273536429484,72.0
windspeed_roll_mean_21,0.318239994754636,0.11766890541144637,0.0,0.0006730139831834008,72.25
windspeed_roll_std_84,0.025334255284388325,0.18332417028235426,0.0,0.0008291611283663868,72.5
winddir_cos_lag7,0.18792073072324023,0.04875064610780466,0.0,0.0009008291684252684,74.0
cloudcover_roll_mean_84,0.1660378652060974,0.19042198701544422,0.0,0.000665207563368167,74.5
cloudcover_roll_std_21,0.31927232254722615,0.1392506371155795,0.0,0.0005825345438848872,75.5
winddir_sin,0.04412701513298783,0.08537816588675451,0.0,0.0009098630358143788,76.75
cloudcover_roll_std_14,0.25084593513397435,0.11945664393807576,0.0,0.0006276572766542389,77.0
humidity_lag1,0.09765003324058101,0.07660938999413958,0.0,0.0008425246981410742,77.25
windspeed,0.05831106504116387,0.03157990269536892,0.0,0.0020655990161673314,77.5
winddir_cos_lag3,0.2340498711619483,0.036750074410589306,0.0,0.0007473196580345728,78.5
windspeed_roll_mean_7,0.1673771558349444,0.03424966423830256,0.0,0.000823769127570145,79.25
cloudcover_lag7,0.10508349043182055,0.0856229288151713,0.0,0.0007396059797825435,79.5
windspeed_roll_std_56,0.13531724168360318,0.17811605248815798,0.0,0.0005957339479999954,80.0
is_summer,0.3630724456664833,0.09764298715822206,0.0,1.2356144395519923e-05,80.25
humidity_roll_mean_28,0.1974473214063897,0.11964445150960223,0.0,0.0005525211673851675,81.0
precipprob,0.10472528261615399,0.05449235059558388,0.0021833695799295437,5.233879417519189e-05,81.25
cloudcover_roll_mean_7,0.21443895351984293,0.1004556410748032,0.0,0.000579642825124671,81.25
windspeed_lag1,0.052293539882264914,0.009328125944549459,0.0,0.001026994160854341,81.75
windspeed_roll_std_7,0.11820853226692167,0.03899335982311669,0.0,0.0008024432606668668,82.25
precip_lag3,0.15715575104611856,0.05628251923022631,0.0,0.000718390064116041,82.75
precipcover,0.04305639584641151,0.059491725675829166,0.0,0.0008131790233112216,83.25
precip_lag7,0.17531604957330482,0.0750775377491455,0.0,0.0006548875931704485,83.25
cloudcover_roll_std_7,0.13743755951089348,0.06502915427721767,0.0,0.0006774504904221502,84.0
humidity_lag7,0.07275171727330738,0.042161109332644386,0.0,0.000808275295591101,84.25
winddir_sin_lag3,0.004740953059174399,0.04293453845433337,0.0,0.0008846264407642836,85.0
is_winter,0.28166124284476235,0.08079666580229117,0.0,2.0733508504664753e-05,85.5
precip_lag1,0.12645994552121134,0.05227386304371828,0.0,0.0006786253654448015,86.0
humidity_roll_mean_21,0.17139491716081048,0.09453719805209815,0.0,0.00047260143797977247,86.0
humidity_roll_mean_14,0.12957569316516657,0.08604218665706309,0.0,0.0005276576302550971,88.5
humidity_lag3,0.0742603023213654,0.05826690428396031,0.0,0.0006604995568397962,89.5
winddir_sin_lag7,0.019998573343542977,0.008715609506260158,0.0,0.0007803523084055607,89.75
windspeed_lag7,0.11486722149512095,0.012973168175343552,0.0,0.000677069280665618,90.0
cloudcover_roll_mean_56,0.007222959687581612,0.14624672859947463,0.0,0.0005376140383096675,90.0
moonphase,0.005622235611499968,0.0,0.0,0.0008132820071227631,90.0
humidity_roll_mean_7,0.10233910756266133,0.06681553745745994,0.0,0.000583176467194598,91.0
winddir_sin_lag1,0.023402366763153378,0.051243667419679007,0.0,0.0006978687130084486,91.0
windspeed_lag3,0.08628058469436774,0.023729240622209158,0.0,0.0006230661807927115,95.25
year,0.09730017614128877,0.04089750758752464,0.0,0.00025516601215730747,96.75
is_weekend,0.006160540082545851,0.007761374601043869,0.0,0.00011929864689569029,104.25
