,correlation,mutual_info,lasso_coef,rf_importance,mean_rank
sealevelpressure_lag3,0.6972148830557143,0.4073690913450214,0.0,0.001997196745051075,44.125
dew_lag1,0.7327677510521456,0.4851277340074205,0.0,0.0016318638436144642,44.375
sealevelpressure_roll_std_28,0.4530038088145061,0.24225937687458643,0.0,0.003260826535863473,44.375
cloudcover_roll_std_56,0.5082319116141707,0.3087491610043056,0.0,0.002390414839390727,45.625
precip_roll_std_14,0.41022169340331255,0.3138585204563098,0.0,0.002862860411276012,45.625
precip_roll_std_21,0.4526593274662907,0.35807179460546434,0.0,0.002427487579210064,46.125
sealevelpressure_roll_std_21,0.47256206239886334,0.20851389331081727,0.0,0.0028462690451802513,46.875
precip_roll_std_84,0.43668474752114084,0.37886015332445666,0.0,0.0023822725888789425,47.125
day_sin,0.1901580896639416,0.2993305616582296,0.0,0.017059678569022897,47.125
week_sin,0.23420248511116512,0.2735590576646456,0.0,0.007163915995814707,47.375
dew_lag3,0.7055453644170172,0.43378126035436226,0.0,0.001536890634364051,48.125
humidity_roll_std_21,0.4146716579865795,0.17460652089595463,0.0,0.0035436481978677434,48.125
sealevelpressure_roll_std_14,0.44887386199070206,0.17345268280552428,0.0,0.00297134854032859,48.875
humidity_roll_std_84,0.5055461558800105,0.2661404243800547,0.0,0.0023265715479043945,49.375
cloudcover_roll_mean_21,0.15920843724389178,0.11563170910081944,0.0005891045065964746,0.0037624938873461714,49.5
winddir,0.153525789562677,0.07155847181667507,0.0016450089298984908,0.00859615228602973,50.25
precip_roll_std_28,0.4771926427652071,0.36911359984955716,0.0,0.0019608286020353248,50.625
windspeed_roll_mean_56,0.5419956564969878,0.2940014986587469,0.0,0.00189306388117405,51.375
precip_roll_mean_28,0.5255641613937824,0.3780503565215678,0.0,0.0016367812214335246,51.375
precip_roll_mean_14,0.44147674756232025,0.30163205112988134,0.0,0.0021591040292388342,52.125
cloudcover_roll_mean_14,0.1691542820309611,0.12341432613125392,0.003503251179643079,0.0024758803190376164,52.5
precip_roll_mean_21,0.4970333664972462,0.33034050013290894,0.0,0.0017292046439703578,53.125
cloudcover_roll_mean_84,0.19441634270211008,0.2066891151231438,0.0,0.0033981061714519777,53.125
windspeed_roll_mean_28,0.38419027605305794,0.16304700658489502,0.0,0.002887453846222133,53.625
dew_lag7,0.6958689235056468,0.4014345183565071,0.0,0.0011567343432866565,54.125
sealevelpressure_roll_std_56,0.31264934789087534,0.19403432077854532,0.0,0.002651546986128464,54.875
precip_roll_mean_84,0.4162310111881864,0.30369978424211563,0.0,0.0019491086773928828,54.875
humidity_roll_std_28,0.4368054876550804,0.1905307070326412,0.0,0.0023264323283693333,55.125
windspeed_roll_mean_21,0.3365009142619699,0.14821762785147907,0.0,0.003082762407543018,56.125
humidity_roll_mean_84,0.3871325895200425,0.24381822506618178,0.0,0.0019684887446126424,57.625
precip_roll_mean_7,0.353763377724743,0.20865324758699622,0.0,0.0020426268204122664,58.625
cloudcover_roll_std_28,0.3576573831877136,0.16346107712603342,0.0,0.002372694693345947,58.625
cloudcover,0.18401827045215605,0.08784221378237422,0.0,0.007043774260489956,58.875
humidity_roll_mean_28,0.20042929003875934,0.12690534239882556,0.0,0.0030847162570974123,59.375
windspeed_roll_std_21,0.17484080120639273,0.1461783741105327,0.0,0.003342059138086249,60.375
sealevelpressure_roll_std_84,0.17307932170923354,0.19858164351637164,0.0,0.0023657348634044824,62.375
solarenergy,0.5306366062452457,0.17161650295716946,0.0,0.0012777620513408144,62.875
sealevelpressure_roll_std_7,0.33963775487240266,0.07887242340963496,0.0,0.002611318134703833,63.125
humidity_roll_mean_56,0.31498314935731064,0.1655641058684605,0.0,0.002039741208217121,63.625
winddir_cos,0.2801927465975142,0.03322888773855581,0.0,0.0057610939514378965,64.875
windspeed_roll_std_28,0.16801795952517418,0.15850176038994057,0.0,0.0025643872351558982,65.125
humidity_roll_std_14,0.351582170663007,0.11633351522527491,0.0,0.0020523934567212177,65.375
cloudcover_roll_std_14,0.2577077747867782,0.11701652434550702,0.0,0.002201619585803406,66.125
is_spring,0.5658583270327823,0.1940035643798086,0.0,1.0201702218480795e-05,66.125
cloudcover_roll_mean_28,0.1399294771580703,0.15039072467874792,0.0,0.002764448673027889,66.375
cloudcover_roll_std_21,0.3297230009148537,0.162592077885094,0.0,0.001824368715184151,66.625
visibility,0.3900451096129864,0.1643496587995994,0.0,0.0014769777121191987,66.625
month_sin,0.3955653865770541,0.2864930230909626,0.0,0.00044601134101486485,67.625
is_autumn,0.46782484412962166,0.1910639099218967,0.0,9.280724433649037e-05,69.125
windspeed_roll_std_56,0.11714906940465662,0.16612354132155716,0.0,0.0021897797596008638,70.625
uvindex,0.5016853637522067,0.15965791292875497,0.0,0.00019716572789764495,70.875
humidity_roll_mean_21,0.1806443960645155,0.10036606601338782,0.0,0.0020969241493815033,70.875
windspeed_roll_mean_14,0.28777409220604727,0.0865477649523756,0.0,0.001854594813995238,71.125
humidity_roll_std_7,0.23954472816339403,0.05129515040470167,0.0,0.0022748830146785545,71.875
windspeed_roll_std_14,0.1594963337843019,0.08244179499041504,0.0,0.00237580525273469,71.875
cloudcover_roll_mean_56,0.02327731170597444,0.1572269650611373,0.0,0.0026259320285892942,72.375
precip,0.1508104059592025,0.05889005674835879,0.0060949437437380774,0.0011299040201646264,74.0
cloudcover_lag3,0.1299653133071505,0.05112620049195549,0.00024585134369154723,0.001386419111747861,75.25
windgust,0.05834844372476439,0.035053493893729915,0.0,0.0035797329882861577,76.375
cloudcover_roll_mean_7,0.17280803333440992,0.08432147708476823,0.0,0.0016569667847000044,77.125
windspeed_roll_std_84,0.006614178943037008,0.1574139562179564,0.0,0.0021967545526053365,77.375
cloudcover_lag1,0.16620396991321526,0.08444855009479468,0.0,0.0017374267530234383,77.375
humidity_roll_mean_7,0.09822736452151938,0.050435422834286925,0.0,0.0023999013806175425,78.125
windspeed_roll_mean_7,0.1974490244635344,0.057785737316329744,0.0,0.0015650945625494059,79.125
is_summer,0.3839716807975635,0.0953934642767531,0.0,2.4316088354135388e-05,79.375
windspeed_roll_std_7,0.09330323662731449,0.044340461018617994,0.0,0.0024168783242167263,79.625
humidity_roll_mean_14,0.13531171318556506,0.07957721646743376,0.0,0.001831138784910454,79.875
pressure_humidity,0.049672570210841385,0.05195926244919846,3.0087505489485395e-05,0.0011923046716722724,81.25
winddir_cos_lag7,0.19311226748090077,0.0536774375451623,0.0,0.001372161309532153,82.625
cloudcover_roll_std_7,0.14639120414728948,0.0662505821469388,0.0,0.0016012467568921151,82.875
is_winter,0.30464638447021225,0.08323939092273314,0.0,1.3894657077319703e-05,83.375
winddir_cos_lag3,0.20130182610724592,0.04698093418157967,0.0,0.0012098227002801476,84.375
precipprob,0.13186176865301924,0.022075957816882763,0.002970024244751836,5.2446050662569984e-05,85.25
winddir_cos_lag1,0.2340289970232895,0.03489205120311567,0.0,0.001319549322276307,85.375
windspeed_sq,0.054861523083825,0.026021987687129045,0.0006221362859055186,0.001128022757408729,86.5
humidity_lag1,0.0744427491635518,0.05619189698659621,0.0,0.0016189333278182512,87.375
cloudcover_lag7,0.0885296369771519,0.07542851829772168,0.0,0.0013814681532497272,87.375
precip_lag1,0.15717806685193217,0.06504508043324897,0.0,0.001149083014861505,87.625
precip_lag3,0.1687222759529925,0.05427284873669391,0.0,0.0008753344644524115,89.125
humidity_lag7,0.07993438061384983,0.04170222567013493,0.0,0.0016498785300471247,89.375
moonphase,0.01596010029012408,0.009313104272032469,0.0,0.002169068933723742,90.375
humidity_lag3,0.06938735309322314,0.04667312438054516,0.0,0.0013952583969732086,91.625
precip_lag7,0.1766016945462684,0.029973632933374628,0.0,0.0008858296088545426,92.375
year,0.09398181774163067,0.04063698971490348,0.0,0.0011660858294526679,94.125
windspeed_lag7,0.1272243526553294,0.04466136705643198,0.0,0.0009897559415388037,94.125
winddir_sin_lag1,0.004912894730180132,0.03874680106898776,0.0,0.001471646772948415,95.625
humidity,0.08487456099311427,0.02861481368742602,0.0,0.0012425178184925535,96.125
winddir_sin_lag7,0.0018726097222813332,0.030783425318516855,0.0,0.0014729494653058757,96.875
windspeed_lag3,0.10856493425419525,0.004313218893423176,0.0,0.0011876566495178744,97.125
windspeed,0.06878766503219245,0.02136011577309649,0.0,0.0012783109514496592,97.625
winddir_sin,0.011467198002789163,0.04547472745782599,0.0,0.001089784464187029,98.125
windspeed_lag1,0.08595734717171562,0.025644306885230783,0.0,0.0010772337056581026,98.875
winddir_sin_lag3,0.008895842016441615,0.01688343192486741,0.0,0.0013386195986972204,99.375
precipcover,0.04933100475316003,0.032234618529167314,0.0,0.0004110084904614722,101.125
is_weekend,1.163382537153586e-06,0.0,0.0,0.00022592609470217746,106.125
