name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2025-10-09T08:00:00,26,26,24,88.75,0,0,,0,0,12.2,5.4,310,1014,25,7,137,0.5,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T09:00:00,28,31.1,23,74.29,0,0,,0,0,13.7,9.4,310,1014,51.5,10,414.6,1.5,4,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T10:00:00,29,33.5,24,74.46,0,0,,0,0,14.4,5.4,320,1014,26,10,628.5,2.3,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T11:00:00,31,36.4,24,66.37,0,0,,0,0,13.7,3.6,38.6,1014,21.8,10,696.2,2.5,7,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T12:00:00,32,37.8,24,62.7,0,0,,0,0,14,3.6,88.7,1013,25,10,761.1,2.7,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T13:00:00,32,37.8,24,62.7,0,0,,0,0,14,3.6,105,1012,88,10,702.6,2.5,7,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T14:00:00,32,36.7,23,59.03,0,0,,0,0,13,3.6,117,1011,50,10,600,2.2,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T15:00:00,32,36.7,23,59.03,0,0,,0,0,13,5.4,120,1011,25,10,444.7,1.6,4,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T16:00:00,32,35.7,22,55.55,0,0,,0,0,13.7,7.6,50,1010,35.5,10,329.4,1.2,3,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-09T17:00:00,32,36.7,23,59.03,0,0,,0,0,13.3,5.4,70,1010,18,10,137.2,0.5,1,10,Clear,clear-day,VVNB
Hanoi,2025-10-09T18:00:00,30,34,23,66.17,0,0,,0,0,13,5.4,70,1010,17.9,10,15.9,0.1,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-09T19:00:00,29,33.5,24,74.46,0,0,,0,0,15.1,3.6,144.4,1011,9,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-09T20:00:00,28,32.6,25,83.78,0,0,,0,0,14.8,3.6,157.5,1012,10.4,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-09T21:00:00,28,31.8,24,78.91,0,0,,0,0,11.5,11.2,150,1012,3.9,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-09T22:00:00,28,31.8,24,78.91,0,0,,0,0,9.4,9.4,150,1012,1.7,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-09T23:00:00,27,30,24,83.67,0,0,,0,0,9,3.6,184.8,1012,2.7,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T00:00:00,27,30,24,83.67,0,0,,0,0,8.6,3.6,185.8,1012,2.8,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T01:00:00,26,26,25,94.23,0,0,,0,0,7.2,5.4,80,1012,0,6,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T02:00:00,26,26,25,94.23,0,0,,0,0,5.8,5.4,50,1012,88,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-10T03:00:00,26,26,25,94.23,0,0,,0,0,5,3.6,83.7,1012,0.9,5,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T04:00:00,25,25,25,100,0,0,,0,0,5,5.4,10,1012,37.5,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-10T05:00:00,25,25,24,94.19,0,0,,0,0,5.4,1.8,100,1012,25,4,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-10T06:00:00,25,25,24,94.19,0,0,,0,0,5.4,3.6,50,1012,25,3,0.3,0,0,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T07:00:00,26,26,24,88.75,0,0,,0,0,9.4,3.6,100,1013,25,5,72,0.3,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T08:00:00,28,31.8,24,78.91,0,0,,0,0,10.8,3.6,358,1014,25,9,259.6,0.9,3,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T09:00:00,29,34.4,25,79.05,0,0,,0,0,11.9,3.6,16,1014,25,10,484.6,1.7,5,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T10:00:00,30,35,24,70.28,0,0,,0,0,12.6,5.4,12.8,1014,25,10,639,2.3,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T11:00:00,30,34,23,66.17,0,0,,0,0,13.3,5.4,320,1013,25,10,782.7,2.8,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T12:00:00,32,36.7,23,59.03,0,0,,0,0,14,5.4,29.2,1013,25,10,855.1,3.1,9,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T13:00:00,33,38,23,55.79,0,0,,0,0,14,3.6,74.5,1012,25,10,843.9,3,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T14:00:00,32,36.7,23,59.03,0,0,,0,0,12.6,5.4,90.1,1011,11.8,10,680.6,2.5,7,10,Clear,clear-day,VVNB
Hanoi,2025-10-10T15:00:00,32,36.7,23,59.03,0,0,,0,0,12.6,5.4,340,1010,25,10,572.8,2.1,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T16:00:00,33,38,23,55.79,0,0,,0,0,12.2,3.6,102.5,1009,25,10,353,1.3,4,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-10T17:00:00,32,36.7,23,59.03,0,0,,0,0,10.4,5.4,20,1009,6.7,10,171.8,0.6,2,30,Clear,clear-day,VVNB
Hanoi,2025-10-10T18:00:00,30,34,23,66.17,0,0,,0,0,9.7,3.6,117.5,1009,6.9,10,17.1,0.1,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T19:00:00,28,31.8,24,78.91,0,0,,0,0,10.8,5.4,70,1010,14.7,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T20:00:00,28,31.8,24,78.91,0,0,,0,0,13.7,5.4,70,1011,11.7,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T21:00:00,28,31.8,24,78.91,0,0,,0,0,14,3.6,151.3,1011,8,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-10T22:00:00,28,31.8,24,78.91,0,0,,0,0,13.3,9.4,120,1011,24.3,9,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-10T23:00:00,28,31.8,24,78.91,0,0,,0,0,12.6,11.2,160,1012,2.6,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-11T00:00:00,28,32.6,25,83.78,0,0,,0,0,9.7,7.6,140,1011,1.2,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-11T01:00:00,28,32.6,25,83.78,0,0,,0,0,7.9,5.4,160,1011,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T02:00:00,27,30.5,25,88.83,0,0,,0,0,6.1,1.8,220.3,1011,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T03:00:00,26,26,25,94.23,0,0,,0,0,5,3.6,10,1010,25,7,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T04:00:00,26,26,25,94.23,0,0,,0,0,5.8,3.6,70,1011,88,7,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T05:00:00,26,26,25,94.23,0,0,,0,0,6.5,3.6,70,1011,88,6,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T06:00:00,25,25,24,94.19,0.1,100,rain,0,0,8.6,3.6,90,1012,50,5,0.3,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-11T07:00:00,25,25,24,94.19,0,0,,0,0,12.2,3.6,78.3,1012,39.7,6,57,0.2,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-11T08:00:00,26,26,24,88.75,0,0,rain,0,0,14.4,7.6,40,1013,25,8,221.7,0.8,2,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-11T09:00:00,27,30,24,83.67,0,0,rain,0,0,15.5,7.6,30,1013,88,10,389.3,1.4,4,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-11T10:00:00,28,32.6,25,83.78,0,0,,0,0,16.9,5.4,50,1013,88,6,508.2,1.8,5,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-11T11:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,19.1,9.4,250,1013,88,4,629,2.3,6,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-11T12:00:00,29,34.4,25,79.05,0.1,100,rain,0,0,19.4,7.6,300,1012,25,6,538.2,1.9,5,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-11T13:00:00,30,36.1,25,74.62,0,0,,0,0,19.1,13,260,1011,50,8,541.2,1.9,5,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-11T14:00:00,30,36.1,25,74.62,0.2,100,rain,0,0,19.1,13,290,1010,91.2,6,531.7,1.9,5,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-11T15:00:00,29,34.4,25,79.05,4.6,100,rain,0,0,20.9,13,260,1009,96.4,7,245.4,0.9,2,30,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-11T16:00:00,29,34.4,25,79.05,1.6,100,rain,0,0,21.2,9.4,250,1009,98.9,6,210.5,0.8,2,30,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-11T17:00:00,29,34.4,25,79.05,0,0,,0,0,12.2,5.4,260,1009,100,7,86.2,0.3,1,30,Overcast,cloudy,VVNB
Hanoi,2025-10-11T18:00:00,28,32.6,25,83.78,0,0,,0,0,6.8,7.6,200,1009,100,5,11.5,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-11T19:00:00,28,31.8,24,78.91,0,0,,0,0,4,9.4,160,1010,100,7,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-11T20:00:00,28,32.6,25,83.78,0,0,,0,0,5.8,7.6,140,1010,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-11T21:00:00,27,30.5,25,88.83,0,0,,0,0,7.2,5.4,60,1011,98.6,7,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-11T22:00:00,28,32.6,25,83.78,0,0,,0,0,7.2,9.4,150,1011,98.1,8,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-11T23:00:00,28,32.6,25,83.78,0,0,,0,0,6.5,9.4,150,1011,97.6,7,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-12T00:00:00,28,31.8,24,78.91,0,0,,0,0,6.1,3.6,194.2,1011,97.6,9,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-12T01:00:00,26,26,25,94.23,0,0,,0,0,5,5.4,340,1010,34.1,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T02:00:00,26,26,25,94.23,0,0,,0,0,5,3.6,117.7,1010,25,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T03:00:00,26,26,25,94.23,0,0,,0,0,4.3,5.4,20,1010,78,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T04:00:00,25,25,25,100,0,0,,0,0,4.3,3.6,40,1010,100,5,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-12T05:00:00,25,25,24,94.19,0,0,,0,0,4.3,5.4,60,1011,77.5,5,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T06:00:00,25,25,24,94.19,0,0,,0,0,4.3,5.4,70,1011,25,4,0.2,0,0,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T07:00:00,26,26,25,94.23,0,0,,0,0,8.3,5.4,70,1011,99.6,4,71,0.3,1,10,Overcast,cloudy,VVNB
Hanoi,2025-10-12T08:00:00,28,32.6,25,83.78,0,0,,0,0,11.5,5.4,80,1012,46,5,201.7,0.7,2,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T09:00:00,30,36.1,25,74.62,0,0,,0,0,13.7,5.4,50,1013,25,10,443.8,1.6,4,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T10:00:00,30,35,24,70.28,0,0,,0,0,13.7,3.6,122.6,1012,88,10,578.2,2.1,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T11:00:00,31,36.4,24,66.37,0,0,rain,0,0,13.3,3.6,137.3,1012,88,10,679.6,2.4,7,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T12:00:00,31,37.6,25,70.47,0,0,rain,0,0,13,7.6,123.5,1011,88,10,756,2.7,8,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T13:00:00,32,37.8,24,62.7,0,0,,0,0,11.5,5.4,120,1010,50,10,763.9,2.8,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T14:00:00,32,37.8,24,62.7,0,0,,0,0,10.8,1.8,128.4,1009,14.6,10,483.7,1.7,5,10,Clear,clear-day,VVNB
Hanoi,2025-10-12T15:00:00,33,39.1,24,59.26,0,0,,0,0,11.9,3.6,122.1,1008,25,10,497.3,1.8,5,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T16:00:00,33,39.1,24,59.26,0,0,,0,0,11.9,3.6,119.6,1008,10.3,10,303.1,1.1,3,30,Clear,clear-day,VVNB
Hanoi,2025-10-12T17:00:00,32,37.8,24,62.7,0,0,,0,0,10.4,7.6,110,1008,25,10,136,0.5,1,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-12T18:00:00,30,36.1,25,74.62,0,0,,0,0,14,11.2,140,1008,3.9,9,14.3,0.1,0,30,Clear,clear-night,VVNB
Hanoi,2025-10-12T19:00:00,30,36.1,25,74.62,0,0,,0,0,17.6,13,130,1009,4.7,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-12T20:00:00,29,33.5,24,74.46,0,0,,0,0,18.4,11.2,140,1010,17.7,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-10-12T21:00:00,29,34.4,25,79.05,0,0,,0,0,17.6,11.2,160,1011,39.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T22:00:00,28,32.6,25,83.78,0,0,,0,0,14.8,9.4,150,1011,67.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-12T23:00:00,28,32.6,25,83.78,0,0,,0,0,10.1,7.6,160,1011,71.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-13T00:00:00,28,32.6,25,83.78,0.1,100,rain,0,0,7.2,7.6,160,1011,71.4,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T01:00:00,27,30.5,25,88.83,0.1,100,rain,0,0,7.6,1.8,154.9,1011,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T02:00:00,26,26,25,94.23,0,0,,0,0,6.5,5.4,350,1010,25,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-13T03:00:00,26,26,25,94.23,0,0,,0,0,7.6,5.4,350,1010,32.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-13T04:00:00,26,26,25,94.23,0,0,,0,0,8.3,3.6,360,1010,25,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-13T05:00:00,26,26,25,94.23,0,0,,0,0,8.3,0,0,1010,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-10-13T06:00:00,26,26,25,94.23,0,0,,0,0,8.6,3.6,39.2,1011,50,7,0.2,0,0,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T07:00:00,27,30.5,25,88.83,0,0,,0,0,11.5,5.4,20,1012,25,6,60.7,0.2,1,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T08:00:00,28,33.4,26,88.91,0,0,rain,0,0,13.7,5.4,10,1012,74.6,8,175.8,0.6,2,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T09:00:00,29,35.5,26,83.89,0,0,,0,0,15.1,11.2,10,1013,95.6,9,255.4,0.9,3,30,Overcast,cloudy,VVNB
Hanoi,2025-10-13T10:00:00,30,36.1,25,74.62,0,0,,0,0,18.4,11.2,50,1013,50,10,395.8,1.4,4,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T11:00:00,32,40.5,26,70.65,0,0,rain,0,0,19.1,9.4,40,1012,88,10,312.5,1.1,3,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T12:00:00,32,39.1,25,66.57,0,0,rain,0,0,19.8,11.2,20,1011,50,10,442.3,1.6,4,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-13T13:00:00,33,40.5,25,62.92,2.7,100,rain,0,0,20.5,11.2,80,1010,88,10,348.7,1.3,3,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T14:00:00,32,39.1,25,66.57,3.3,100,rain,0,0,22,13,90,1009,88,10,191.9,0.7,2,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T15:00:00,28,31.8,24,78.91,0.1,100,rain,0,0,17.6,25.9,90,1010,88,10,114.7,0.4,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T16:00:00,26,26,24,88.75,0.1,100,rain,0,0,13.7,18.4,100,1010,50,10,173.7,0.6,2,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T17:00:00,25,25,24,94.19,0,0,,0,0,14,3.6,106.3,1011,100,6,54.4,0.2,1,30,Overcast,cloudy,VVNB
Hanoi,2025-10-13T18:00:00,25,25,24,94.19,0.1,100,rain,0,0,8.6,5.4,70,1010,88,10,6.2,0,0,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T19:00:00,25,25,24,94.19,0,0,,0,0,8.6,1.8,154.6,1011,98,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-13T20:00:00,26,26,25,94.23,0,0,,0,0,5.4,5.4,30,1011,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-10-13T21:00:00,25,25,25,100,0.4,100,rain,0,0,7.2,5.4,350,1012,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-13T22:00:00,26,26,25,94.23,3.1,100,rain,0,0,12.6,3.6,209.9,1012,100,10,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-13T23:00:00,25,25,25,100,0.7,100,rain,0,0,11.9,5.4,330,1012,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T00:00:00,25,25,24,94.19,0.9,100,rain,0,0,9.4,7.6,320,1012,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T01:00:00,25,25,24,94.19,1.4,100,rain,0,0,9.4,5.4,340,1011,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T02:00:00,25,25,24,94.19,0.9,100,rain,0,0,9,7.6,10,1011,100,8,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T03:00:00,25,25,24,94.19,0.4,100,rain,0,0,11.2,3.6,360,1010,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T04:00:00,25,25,24,94.19,0.2,100,rain,0,0,10.4,7.6,320,1010,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T05:00:00,25,25,24,94.19,1,100,rain,0,0,11.9,0,0,1010,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T06:00:00,25,25,24,94.19,0.8,100,rain,0,0,10.8,1.8,21.6,1011,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T07:00:00,25,25,24,94.19,1.7,100,rain,0,0,11.5,0,0,1012,88,6,4.4,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T08:00:00,25,25,24,94.19,2.7,100,rain,0,0,11.5,7.6,80,1013,100,3,10,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T09:00:00,25,25,24,94.19,1.4,100,rain,0,0,12.6,3.6,357.8,1013,100,6,37.3,0.1,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T10:00:00,25,25,25,100,0.7,100,rain,0,0,16.6,7.6,350,1013,100,7,73.8,0.3,1,30,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T11:00:00,25,25,25,100,0.9,100,rain,0,0,17.3,5.4,360,1013,50,10,87.5,0.3,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T12:00:00,27,30.5,25,88.83,0.6,100,rain,0,0,17.3,5.4,10,1012,25,10,48.3,0.2,0,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T13:00:00,28,32.6,25,83.78,0.4,100,rain,0,0,9.4,9.4,80,1011,50,10,58,0.2,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T14:00:00,28,32.6,25,83.78,0.5,100,rain,0,0,17.6,11.2,60,1010,88,10,100.6,0.4,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T15:00:00,26.2,26.2,24.8,92.02,0.3,100,rain,0,0,18.4,3.2,303,1010,100,13.5,114.2,0.4,1,30,"Rain, Overcast",rain,remote
Hanoi,2025-10-14T16:00:00,26.6,26.6,24.6,88.8,0.2,100,rain,0,0,13.7,3.2,297.2,1010,100,19.5,40.3,0.1,0,30,"Rain, Overcast",rain,remote
Hanoi,2025-10-14T17:00:00,27,30,24,83.67,0.3,100,rain,0,0,12.6,9.4,80,1010,88,10,14.4,0.1,0,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T18:00:00,26,26,24,88.75,0.4,100,rain,0,0,10.4,9.4,60,1011,50,10,2.6,0,0,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T19:00:00,26,26,24,88.75,0.4,100,rain,0,0,9,5.4,60,1011,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-14T20:00:00,26,26,24,88.75,0.5,100,rain,0,0,8.6,7.6,70,1012,100,10,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T21:00:00,25,25,24,94.19,0.5,100,rain,0,0,10.1,1.8,358.3,1012,100,10,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T22:00:00,26,26,24,88.75,0.2,100,rain,0,0,10.4,3.6,7.2,1012,100,10,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-14T23:00:00,26,26,24,88.75,0.1,100,rain,0,0,9.4,1.8,100.8,1012,100,10,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-15T00:00:00,25,25,24,94.19,0.1,100,rain,0,0,8.6,3.6,121,1012,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T01:00:00,25,25,24,94.19,0.1,100,rain,0,0,8.3,9.4,50,1012,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T02:00:00,25,25,24,94.19,0.5,100,rain,0,0,12.2,7.6,40,1011,88,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T03:00:00,25,25,24,94.19,0.6,100,rain,0,0,13.3,9.4,50,1011,100,8,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-15T04:00:00,25,25,24,94.19,0.3,100,rain,0,0,13.3,9.4,100,1011,100,8,0,0,0,10,"Rain, Overcast",rain,VVNB
Hanoi,2025-10-15T05:00:00,25,25,24,94.19,0.3,100,rain,0,0,10.1,5.4,20,1011,50,9,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T06:00:00,24,24,24,100,0.2,100,rain,0,0,10.1,9.4,70,1012,50,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T07:00:00,25,25,24,94.19,0.1,100,rain,0,0,10.8,9.4,40,1013,88,8,5.9,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T08:00:00,26,26,25,94.23,0.2,100,rain,0,0,18,9.4,40,1013,50,10,37,0.1,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T09:00:00,27,30.5,25,88.83,0.2,100,rain,0,0,18.7,13,70,1014,88,10,73.9,0.3,1,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T10:00:00,29,34.4,25,79.05,0.2,100,rain,0,0,19.8,9.4,70,1014,88,10,109.9,0.4,1,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T11:00:00,30,35,24,70.28,0.3,100,rain,0,0,22,7.6,90,1013,25,10,126,0.5,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T12:00:00,31,37.6,25,70.47,0.1,100,rain,0,0,20.9,9.4,80,1012,50,10,137.2,0.5,1,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T13:00:00,31,36.4,24,66.37,0.1,100,rain,0,0,19.4,9.4,110,1011,88,10,251,0.9,3,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T14:00:00,30,35,24,70.28,0.1,100,rain,0,0,26.3,16.6,110,1011,88,10,366.2,1.3,4,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T15:00:00,31,37.6,25,70.47,0.8,100,rain,0,0,24.5,18.4,120,1010,25,10,263.5,0.9,3,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T16:00:00,29,33.5,24,74.46,0.1,100,rain,0,0,22.7,16.6,100,1010,83.7,10,170.1,0.6,2,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T17:00:00,28,31.1,23,74.29,0,0,,0,0,15.1,14.8,110,1010,25,10,89.3,0.3,1,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-10-15T18:00:00,27,29.5,23,78.77,0.4,100,rain,0,0,11.5,9.4,130,1011,84.1,10,8.2,0,0,30,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T19:00:00,27,30,24,83.67,0.5,100,rain,0,0,13,13,110,1011,85.8,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
Hanoi,2025-10-15T20:00:00,26,26,24,88.75,0.1,100,rain,0,0,6.8,5.4,80,1012,25,10,0,0,0,10,"Rain, Partially cloudy",rain,VVNB
