target_temp_t+1h_MAE,target_temp_t+1h_RMSE,target_temp_t+2h_MAE,target_temp_t+2h_RMSE,target_temp_t+3h_MAE,target_temp_t+3h_RMSE,target_temp_t+4h_MAE,target_temp_t+4h_RMSE,target_temp_t+5h_MAE,target_temp_t+5h_RMSE,target_temp_t+6h_MAE,target_temp_t+6h_RMSE,target_temp_t+7h_MAE,target_temp_t+7h_RMSE,target_temp_t+8h_MAE,target_temp_t+8h_RMSE,target_temp_t+9h_MAE,target_temp_t+9h_RMSE,target_temp_t+10h_MAE,target_temp_t+10h_RMSE,target_temp_t+11h_MAE,target_temp_t+11h_RMSE,target_temp_t+12h_MAE,target_temp_t+12h_RMSE,target_temp_t+13h_MAE,target_temp_t+13h_RMSE,target_temp_t+14h_MAE,target_temp_t+14h_RMSE,target_temp_t+15h_MAE,target_temp_t+15h_RMSE,target_temp_t+16h_MAE,target_temp_t+16h_RMSE,target_temp_t+17h_MAE,target_temp_t+17h_RMSE,target_temp_t+18h_MAE,target_temp_t+18h_RMSE,target_temp_t+19h_MAE,target_temp_t+19h_RMSE,target_temp_t+20h_MAE,target_temp_t+20h_RMSE,target_temp_t+21h_MAE,target_temp_t+21h_RMSE,target_temp_t+22h_MAE,target_temp_t+22h_RMSE,target_temp_t+23h_MAE,target_temp_t+23h_RMSE,target_temp_t+24h_MAE,target_temp_t+24h_RMSE,Average_MAE,Average_RMSE
0.6157022626826416,0.7518461476654094,0.7014214091534395,1.0029314614219813,0.8190095130218491,1.3086930166818946,0.9198679066033804,1.6321922098668777,0.9877302978924869,1.8532887632506947,1.0685063538045874,2.1497289603864305,1.1265539902774702,2.3637847771686653,1.1847540828136884,2.5991513716475367,1.2354260740761933,2.810312700719623,1.2666687572531241,2.9410247323269236,1.3024591331610458,3.1001204590597085,1.3389529138885847,3.286129961564065,1.363232723561494,3.3881654317229044,1.3602460646566321,3.3472255033500398,1.384815414279684,3.4615874437935457,1.421609412006971,3.647596663339583,1.4393251951550696,3.755136088464827,1.4637541623789998,3.920531200575948,1.4596281849624566,3.856034107468678,1.4790114432994377,3.961638365647597,1.4902133154442858,4.045883892324694,1.505100733394188,4.080588930554969,1.5242384635959556,4.227477377022287,1.5426853233307227,4.28372336574664,1.2500380471122663,2.9906163721571466
